satellite_name,sensor_type,acquisition_date,latitude,longitude,pixel_size,ndvi,surface_temperature,reflectance_blue,reflectance_green,reflectance_red,reflectance_nir,chlorophyll_index,turbidity_index,cloud_coverage,quality_flag,lake_name,atmospheric_correction,radiometric_calibration,processing_level,data_center,download_timestamp,file_size_mb,compression_ratio
Sentinel-2B,MSI,2021-01-03,47.65884125647265,9.173737030201153,10.0,0.13509391725895242,1.9553553712375127,0.04513515889945498,0.03548708862219854,0.03612293913816138,0.10391130545119123,3.586251633297789,2.1395253646616292,77.79500505951847,1,Bodensee,None,Standard,L2A,DLR,2021-01-03 04:05:06.440288,100.49080633022892,0.8913451928333721
Landsat-9,OLI,2021-01-08,47.65874540997723,9.175455942798452,10.0,0.11324869162436915,2.988567180827286,0.03594544211760348,0.05149694489400371,0.033570171166163884,0.10059223569414462,3.4447207295874924,2.0495642189595036,50.7139956069465,1,Bodensee,None,Legacy,L1C,EUMETSAT,2021-01-08 15:27:07.638861,480.30425404836524,0.8898794213957417
Landsat-9,OLCI,2021-01-13,47.65943377410444,9.174652890078505,20.0,0.10293787611109328,5.135517539030317,0.03266708856542981,0.05151595667377612,0.030748259928908867,0.09939599101587193,3.49718114654456,2.0761390400783575,66.13643897533532,1,Bodensee,Partial,Recent,L3,EUMETSAT,2021-01-13 05:18:05.857535,302.8292334626225,0.8912317175825779
Sentinel-2B,OLCI,2021-01-15,47.6590006046238,9.174534084741817,20.0,0.05700509828824084,-0.21697674713151105,0.04362635540647801,0.03966658159354751,0.04011499419645769,0.08060528608498989,3.1606872740674845,1.8723298437363454,28.506295908802816,1,Bodensee,Partial,Standard,L2A,NASA,2021-01-15 06:12:26.429092,375.4380557027517,0.7353765094295075
Landsat-9,OLI,2021-01-20,47.65932319804791,9.176368446870686,30.0,0.17706908096017382,-3.715677472267715,0.030949807107910066,0.03966515426881955,0.025012934166649667,0.08328730809645218,3.0508929424378675,1.801810139023873,77.4879586856737,1,Bodensee,Applied,Legacy,L2A,NASA,2021-01-20 04:06:07.838622,391.69498405994665,0.821871448849636
Sentinel-3B,OLI,2021-01-25,47.65951403622352,9.174791094091017,10.0,0.15822684330061793,-5.182580531667659,0.04765502052531474,0.035933239812685196,0.028207532265621393,0.0891561189355199,3.3427621014402145,1.9725145297487556,46.23683496024658,1,Bodensee,None,Recent,L2A,EUMETSAT,2021-01-25 16:52:39.916989,200.96896016992787,0.7893784570425765
Sentinel-2A,MSI,2021-01-30,47.659167381877864,9.175476580372136,20.0,0.1366828432127791,-3.546886181520742,0.041633903741901346,0.0563822857753389,0.030481416011980744,0.0756390618372994,3.110951945987169,1.8292700355561946,23.237223207892185,1,Bodensee,Applied,Recent,L2A,ESA,2021-01-30 23:24:37.957094,475.6516868142722,0.8014225295571524
Landsat-9,OLCI,2021-02-03,47.65827301672904,9.175880484415499,10.0,0.171045434857927,-6.3352885216533155,0.05301669486163936,0.03610114990271004,0.03274965774334081,0.08906328608819004,3.191994440922648,1.8747758378361716,21.655096678844348,1,Bodensee,Applied,Legacy,L3,NASA,2021-02-03 14:55:56.496455,405.35183401789214,0.712210183355385
Landsat-9,OLCI,2021-02-08,47.65922897276347,9.174529924743583,30.0,0.141984632335954,-4.874891917478846,0.045751892261186394,0.039159498677249986,0.036264683768427126,0.07194344282113921,3.440182816466532,2.02007228008322,31.54753675091978,1,Bodensee,Applied,Recent,L2A,NASA,2021-02-08 22:42:32.330641,92.45243393055077,0.7545671007376523
Landsat-8,OLI-2,2021-02-11,47.659137707938626,9.174800043603515,30.0,0.11443653220490735,-10.916608960318193,0.03068759418862866,0.035914525183119744,0.04809487897539344,0.1070867004959882,3.1515473322628886,1.8448823231834393,73.63868020183207,1,Bodensee,Applied,Standard,L3,ESA,2021-02-11 18:12:36.593672,472.9835981706275,0.7282748464581272
