original_satellite_id,location_id,latitude,longitude,timestamp,variable_name,raw_value,calibrated_value,unit,confidence_interval_lower,confidence_interval_upper,calibration_model,model_performance_score,calibration_date,calibration_operator,ground_truth_points,validation_rmse,validation_r2,satellite_platform,atmospheric_conditions,water_vapor_content,aerosol_optical_depth
7696,LOC_2667,48.007925047593986,9.614107257997416,2023-01-03 02:00:00,chlorophyll_index,6.297917047403529,6.455818101235437,index,5.810236291111893,7.101399911358981,Neural Network,0.9393947626115708,2023-01-03 13:00:00,CALIBRO_AGENT,12,0.4564818191988189,0.8235593840620563,Landsat-8,Light Cloud,0.8459246711947848,0.05594020465583112
3847,LOC_6943,46.930537349567885,11.071848728742792,2023-01-03 20:00:00,chlorophyll_index,7.997449602534976,9.025277553998308,index,8.122749798598477,9.927805309398138,Neural Network,0.8124660674439177,2023-01-03 01:00:00,Dr. Fischer,16,0.4743936341363304,0.7085201202531348,Sentinel-2A,Heavy Cloud,2.8886769239338754,0.19744789992057232
5104,LOC_9213,47.520310662605894,9.796555502565298,2023-01-03 09:00:00,chlorophyll_index,5.712852938967191,5.514400233503464,index,4.962960210153118,6.065840256853811,Neural Network,0.8939214734585278,2023-01-03 12:00:00,Dr. Wagner,39,0.37685038112086133,0.8647861546285254,Sentinel-3B,Light Cloud,1.4812518821278624,0.25921100417790155
656,LOC_4075,47.77134173364672,10.837501294348721,2023-01-03 20:00:00,chlorophyll_index,7.364995759716559,7.738092648433977,index,6.964283383590579,8.511901913277375,Neural Network,0.7876179526035451,2023-01-03 17:00:00,Dr. Fischer,46,0.7127324522933515,0.917507249096552,Landsat-8,Light Cloud,2.8887821056949594,0.06983700249303922
3732,LOC_4536,47.68448375635093,10.115287951531734,2023-01-03 16:00:00,chlorophyll_index,7.747836124938044,6.357452141872584,index,5.721706927685326,6.993197356059843,Gradient Boosting,0.9369700751403452,2023-01-03 13:00:00,CALIBRO_AGENT,19,0.4245984469217875,0.7270119957427064,Landsat-9,Moderate Cloud,2.5034658982605182,0.06017108318425536
7937,LOC_8745,47.233900590906906,9.844960228945324,2023-01-03 05:00:00,turbidity_index,1.8369689659720374,2.122884597632843,index,1.9105961378695588,2.3351730573961276,Linear Regression,0.8024695307535488,2023-01-03 22:00:00,CALIBRO_AGENT,43,0.22886175527837802,0.7707451263513293,Sentinel-3A,Moderate Cloud,1.123097247196556,0.2934779618875256
2891,LOC_9300,47.89121349204629,9.667244317149862,2023-01-03 21:00:00,turbidity_index,4.680515332270866,4.798891131246763,index,4.319002018122087,5.27878024437144,Neural Network,0.8924902288461294,2023-01-03 19:00:00,Dr. Fischer,17,0.33134255197314555,0.8071706035776545,Landsat-8,Moderate Cloud,1.299612209436157,0.2702776115285703
3896,LOC_4982,48.96683948358717,9.850211416748945,2023-01-03 00:00:00,turbidity_index,8.865137153906014,7.548979467679499,index,6.794081520911549,8.303877414447449,Gradient Boosting,0.8001060291540679,2023-01-03 14:00:00,CALIBRO_AGENT,19,0.27047734307678895,0.7600669033198277,Landsat-9,Light Cloud,2.2912372160808534,0.12520726151401967
6590,LOC_4931,47.46246602055773,10.433049967197332,2023-01-03 02:00:00,surface_temperature,4.201147707487601,4.310212505199732,°C,3.8791912546797587,4.741233755719706,Gradient Boosting,0.9316837027534998,2023-01-03 05:00:00,Dr. Fischer,24,0.7476905056472538,0.7218478855106403,Sentinel-2A,Light Cloud,0.9169046862717831,0.16793871051994191
2130,LOC_1112,48.16019359234373,9.466934438743156,2023-01-03 07:00:00,surface_temperature,4.315921419305652,4.924404395859541,°C,4.431963956273587,5.416844835445495,Random Forest,0.9453737623068816,2023-01-03 10:00:00,Dr. Wagner,30,0.7296740692587824,0.8041401626202396,Sentinel-3A,Light Cloud,2.9709489299363105,0.08675440047568574
