satellite_name,sensor_type,acquisition_date,latitude,longitude,pixel_size,ndvi,surface_temperature,reflectance_blue,reflectance_green,reflectance_red,reflectance_nir,chlorophyll_index,turbidity_index,cloud_coverage,quality_flag,lake_name,atmospheric_correction,radiometric_calibration,processing_level,data_center,download_timestamp,file_size_mb,compression_ratio
Sentinel-3B,OLCI,2022-01-03,47.65862992734301,9.174704762780912,20.0,0.163984177724322,0.7697636658127558,0.03972165673606679,0.044684160739103196,0.028536660882043575,0.07239459580423964,4.007276104745694,2.3937327724271644,79.93881077803333,1,Bodensee,None,Recent,L3,ESA,2022-01-03 16:38:25.799639,321.0611485505626,0.8889140479521326
Sentinel-2B,OLCI,2022-01-06,47.65855631649121,9.174710233154808,10.0,0.13782741503625073,2.8500658035127486,0.03903805234792084,0.051416086861641806,0.04554152048533735,0.06770110995549837,3.60696777748678,2.150462410764757,54.14537767150937,1,Bodensee,Applied,Standard,L3,DLR,2022-01-06 06:28:00.717790,460.69280965465026,0.8779406981567961
Landsat-9,OLCI,2022-01-11,47.660237942347486,9.175552871855828,20.0,0.09184794759600858,-0.6331440931170325,0.041343020187589875,0.0546614699892612,0.04840774755714248,0.0909420240513477,4.491249361444024,2.6759957083073145,58.06520622460936,1,Bodensee,Applied,Standard,L2A,ESA,2022-01-11 20:58:18.094675,467.41060545562914,0.8335330071633267
Sentinel-2A,OLCI,2022-01-14,47.658459857173774,9.174404954797858,10.0,0.05388776950196142,-1.860135839155968,0.05231006122301471,0.05561536973159896,0.04222883513609216,0.09097200399157274,2.871989325440079,1.701495397009242,66.80695727020583,1,Bodensee,Applied,Legacy,L1C,EUMETSAT,2022-01-14 08:40:16.591349,350.8201737664063,0.8003347883347043
Sentinel-3B,MSI,2022-01-18,47.65942716305406,9.174518744995803,20.0,0.05767528118196913,-4.8436792979645436,0.03592719176948287,0.053863874749793116,0.0369704025472361,0.10026531729037855,2.949804779941347,1.7443652103905634,27.63108835660964,1,Bodensee,Applied,Recent,L2A,ESA,2022-01-18 05:41:29.249011,283.1000489389869,0.7044489245811719
Sentinel-2A,OLI,2022-01-20,47.658176709465394,9.174519768051525,10.0,0.16020487863560995,-1.2154460493904267,0.05143641135360051,0.05004304376443311,0.03244547753492708,0.09311883889475601,3.8453636458393103,2.2798414434326375,35.46655516924258,1,Bodensee,Applied,Legacy,L1C,EUMETSAT,2022-01-20 07:30:28.569290,167.23870886237097,0.7576385955376893
Landsat-9,OLI-2,2022-01-22,47.65821850606801,9.175239568093811,10.0,0.07768399041479199,-1.1141401794768027,0.0545670766519437,0.05548682989823642,0.027701870915489035,0.06292485594927866,3.3369271946877017,1.972957199836214,29.62644359716149,1,Bodensee,None,Legacy,L1C,NASA,2022-01-22 03:46:51.277095,235.14860039501696,0.7957026422379898
Landsat-9,OLCI,2022-01-26,47.66072152880044,9.1749005694756,30.0,0.13641280029684552,-9.04798870178129,0.05021622823215689,0.05858677229639479,0.04576811960023626,0.09566942899679592,3.3887451943636977,2.0005219880265437,22.998348901112443,1,Bodensee,Applied,Legacy,L2A,ESA,2022-01-26 11:07:06.996008,151.76583950512054,0.7864666643039981
Sentinel-3A,OLI,2022-01-28,47.65849433814893,9.17520126517351,10.0,0.1070293844296088,-6.013574655466954,0.037056205680042656,0.05793778913019569,0.04776712571096524,0.06698088553532258,2.914180926547475,1.7140839676507515,67.71784374001535,1,Bodensee,Partial,Legacy,L2A,NASA,2022-01-28 11:43:51.859863,138.88813113368175,0.7680217834373027
Landsat-9,MSI,2022-02-02,47.65872446103275,9.175624677115135,30.0,0.09521849692079304,-6.428493788907463,0.03913556237935524,0.05375138789396276,0.04169489291657388,0.07071841030410114,2.533285306421731,1.481499387147359,27.27925223399148,1,Bodensee,None,Recent,L1C,ESA,2022-02-02 12:24:09.784356,421.73956598345234,0.8242677191648645
