location_id,latitude,longitude,timestamp,variable_name,value,unit,data_source,confidence_score,harmonization_method,harmonization_date,harmonization_operator,validation_status,cross_reference_id,metadata_version
LOC_4556,47.51711234484601,9.375376490040273,2024-01-03 21:00:00,chlorophyll_a,7.976786524561687,µg/L,LfU-BY,0.9470643135680351,Spatial Interpolation,2024-01-03 19:00:00,Dr. Schmidt,Validated,REF_91800,v2.3
LOC_2758,47.5583927813844,9.808619837745706,2024-01-03 06:00:00,chlorophyll_a,0.21273820659175408,µg/L,UBA,0.8354662468862872,Spatial Interpolation,2024-01-03 07:00:00,Dr. Schmidt,Validated,REF_35450,v3.1
LOC_9344,47.64629897240899,10.452046176349198,2024-01-03 00:00:00,chlorophyll_a,7.527836740668115,µg/L,LfU-BY,0.7587908225428793,Temporal Alignment,2024-01-03 01:00:00,Dr. Müller,Under Review,REF_78215,v1.5
LOC_4461,47.157707380270864,10.262455053387878,2024-01-03 10:00:00,turbidity,2.807106713349421,NTU,LfU,0.9743375694495249,Temporal Alignment,2024-01-03 03:00:00,HOMOGEN_AGENT,Under Review,REF_60012,v1.4
LOC_6425,48.03795717505335,9.361661794405522,2024-01-03 11:00:00,turbidity,1.706182366285763,NTU,LfU,0.8316441832375724,Spatial Interpolation,2024-01-03 03:00:00,HOMOGEN_AGENT,Pending,REF_23796,v3.9
LOC_2962,48.05098771581789,10.79194294361386,2024-01-03 02:00:00,turbidity,1.555387293202812,NTU,LUBW,0.8347508446691569,Temporal Alignment,2024-01-03 23:00:00,HOMOGEN_AGENT,Under Review,REF_82515,v2.0
LOC_2497,47.23654195273981,9.612248066075288,2024-01-03 09:00:00,turbidity,1.7333852922838275,NTU,LfU-RP,0.9360903460482408,Format Standardization,2024-01-03 15:00:00,Dr. Müller,Pending,REF_22062,v1.3
LOC_3963,47.48629957891543,10.204809214444266,2024-01-03 03:00:00,turbidity,0.754507239332618,NTU,LfU-HE,0.7662628226859965,Quality Filtering,2024-01-03 12:00:00,HOMOGEN_AGENT,Under Review,REF_80431,v1.3
LOC_7450,47.43833091723915,10.755267475881107,2024-01-03 06:00:00,turbidity,8.103892686847946,NTU,LfU-RP,0.8561280995030273,Temporal Alignment,2024-01-03 23:00:00,HOMOGEN_AGENT,Validated,REF_49914,v1.7
LOC_3889,46.74609338870854,10.209551199018033,2024-01-03 12:00:00,turbidity,0.7965108004102729,NTU,LfU-BW,0.905125763335654,Quality Filtering,2024-01-03 23:00:00,Dr. Müller,Validated,REF_87388,v1.3
LOC_9364,47.059942186836444,9.55874535609841,2024-01-03 17:00:00,dissolved_oxygen,6.587358181257892,mg/L,LfU-BW,0.8151636945857366,Quality Filtering,2024-01-03 04:00:00,HOMOGEN_AGENT,Validated,REF_95580,v1.9
LOC_1861,47.671263812132196,9.665034852585913,2024-01-03 15:00:00,dissolved_oxygen,7.263015498024265,mg/L,LfU,0.8035180789745642,Spatial Interpolation,2024-01-03 03:00:00,HOMOGEN_AGENT,Validated,REF_61632,v1.9
LOC_5348,47.90243901372736,10.380254322378336,2024-01-03 09:00:00,dissolved_oxygen,7.517621608239195,mg/L,LfU,0.8988650352674646,Quality Filtering,2024-01-03 22:00:00,Dr. Müller,Validated,REF_74482,v3.2
LOC_7209,47.69569066576451,10.04809908168877,2024-01-03 23:00:00,dissolved_oxygen,5.38826316414396,mg/L,LfU-HE,0.8230127149661328,Format Standardization,2024-01-03 18:00:00,HOMOGEN_AGENT,Validated,REF_63309,v1.9
LOC_1607,46.422733933572,11.058004719675072,2024-01-03 21:00:00,ph,3.0218623257508668,pH units,LfU-RP,0.8786884688765129,Spatial Interpolation,2024-01-03 20:00:00,Dr. Müller,Under Review,REF_22882,v3.6
LOC_2212,48.00379121423422,10.624427009057609,2024-01-03 21:00:00,ph,4.82578484187853,pH units,LfU-BY,0.8023258976437555,Format Standardization,2024-01-03 16:00:00,HOMOGEN_AGENT,Under Review,REF_69004,v1.8
LOC_9778,48.26550120689771,9.716724595156759,2024-01-03 03:00:00,ph,8.523247775511845,pH units,LfU,0.9788310197071773,Temporal Alignment,2024-01-03 11:00:00,HOMOGEN_AGENT,Pending,REF_85489,v2.9
LOC_4443,47.08132451181276,10.143423857883203,2024-01-03 00:00:00,ph,4.704828233083722,pH units,UBA,0.8596810077346514,Temporal Alignment,2024-01-03 17:00:00,HOMOGEN_AGENT,Pending,REF_38472,v2.6
LOC_8332,47.152295827222304,9.749536411131722,2024-01-03 12:00:00,temperature,3.5369371426150797,°C,LfU-BY,0.8928588411905009,Spatial Interpolation,2024-01-03 08:00:00,HOMOGEN_AGENT,Validated,REF_36668,v1.9
LOC_6190,47.214128959606235,9.731766166875524,2024-01-03 13:00:00,temperature,5.311276112228719,°C,LfU-HE,0.819152066765987,Temporal Alignment,2024-01-03 23:00:00,Dr. Schmidt,Under Review,REF_98829,v1.5
LOC_4370,47.536309429791274,10.280434416790518,2024-01-03 01:00:00,temperature,3.5917858550573936,°C,LUBW,0.8959482157996668,Spatial Interpolation,2024-01-04 00:00:00,HOMOGEN_AGENT,Validated,REF_85181,v2.1
LOC_3799,46.95993945392485,10.061367515197665,2024-01-03 20:00:00,temperature,0.6704036979458062,°C,LUBW,0.8273376767844334,Spatial Interpolation,2024-01-03 20:00:00,Dr. Müller,Pending,REF_51300,v2.5
LOC_5199,46.89085899713896,9.8187994512325,2024-01-03 06:00:00,temperature,9.08254159895611,°C,LfU-RP,0.9059514254564957,Format Standardization,2024-01-03 21:00:00,Dr. Schmidt,Validated,REF_22352,v2.0
LOC_3525,47.54629964077239,8.826719613526826,2024-01-03 04:00:00,temperature,6.510849907265396,°C,LfU-RP,0.9046563242582653,Temporal Alignment,2024-01-03 05:00:00,Dr. Schmidt,Under Review,REF_82998,v1.2
LOC_1379,47.02688899044117,10.092894474161376,2024-01-03 09:00:00,temperature,3.7363251733257155,°C,LfU-BW,0.7687174948919143,Spatial Interpolation,2024-01-03 14:00:00,HOMOGEN_AGENT,Pending,REF_97836,v2.1
LOC_4624,46.78576240105981,10.390288034813489,2024-01-03 02:00:00,temperature,9.831523639693332,°C,LUBW,0.9665760879062182,Spatial Interpolation,2024-01-03 05:00:00,Dr. Müller,Validated,REF_32641,v1.9
LOC_5144,46.73559214057576,10.121161883793764,2024-01-06 05:00:00,chlorophyll_a,2.7697768831143597,µg/L,UBA,0.8624253404450402,Temporal Alignment,2024-01-06 05:00:00,Dr. Schmidt,Pending,REF_53656,v2.3
LOC_8648,47.3568092455554,9.40138430941044,2024-01-06 22:00:00,chlorophyll_a,6.378484116061523,µg/L,UBA,0.9338398419599041,Spatial Interpolation,2024-01-06 12:00:00,Dr. Müller,Pending,REF_56969,v1.0
LOC_7727,47.37135531146221,10.026181310687402,2024-01-06 17:00:00,chlorophyll_a,4.055529352336793,µg/L,LfU-HE,0.8316241338859603,Quality Filtering,2024-01-06 07:00:00,Dr. Müller,Validated,REF_28822,v1.4
LOC_4701,47.53762393168009,9.45935549886018,2024-01-06 14:00:00,chlorophyll_a,2.7920768288970144,µg/L,UBA,0.847424808838307,Temporal Alignment,2024-01-07 00:00:00,Dr. Schmidt,Validated,REF_81193,v3.0
LOC_2094,47.94285694414125,9.09530389597978,2024-01-06 00:00:00,chlorophyll_a,2.3879904359044595,µg/L,LfU-RP,0.9787871027871593,Temporal Alignment,2024-01-06 07:00:00,Dr. Schmidt,Validated,REF_54263,v3.8
LOC_9794,46.98373313966675,10.12638133197015,2024-01-06 09:00:00,turbidity,7.1075004597733935,NTU,UBA,0.7572543338554819,Temporal Alignment,2024-01-06 02:00:00,HOMOGEN_AGENT,Validated,REF_54342,v1.7
LOC_2152,46.911551119810206,9.313426332504124,2024-01-06 17:00:00,turbidity,0.38894051678129415,NTU,LfU-RP,0.9399504041936984,Temporal Alignment,2024-01-06 04:00:00,Dr. Schmidt,Pending,REF_13089,v2.9
LOC_5683,47.60277576799147,10.044826752888945,2024-01-06 16:00:00,turbidity,3.4741752747801375,NTU,LfU,0.7630915359961692,Temporal Alignment,2024-01-06 08:00:00,Dr. Müller,Validated,REF_84356,v2.3
LOC_4905,47.51452297999802,9.918692020397357,2024-01-06 12:00:00,turbidity,9.962513645510755,NTU,LUBW,0.8023461916854256,Quality Filtering,2024-01-07 00:00:00,Dr. Schmidt,Validated,REF_20397,v1.4
LOC_6851,48.16461759153629,9.820392385681343,2024-01-06 03:00:00,dissolved_oxygen,1.1342840539828738,mg/L,LfU-BW,0.8951485953103213,Spatial Interpolation,2024-01-06 16:00:00,HOMOGEN_AGENT,Validated,REF_80229,v1.0
